Dictionary sequence,SFCategory,ADIT category mandatory,ADIT category view type,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,BMRB current,Query prompt,Query interface,SG Mandatory,,ADIT exists,User full view,Metabolomics,Metabolites,SENCI,Fragment library,Item enumerated,Item enumeration closed,Enum parent SFcategory,Enum parent tag,Derived enumeration mantable,Derived enumeration,ADIT item view name,Data Type,Nullable,Non-public,ManDBTableName,ManDBColumnName,Row Index Key,Saveframe ID tag,Source Key,Table Primary Key,Foreign Key Group,Foreign Table,Foreign Column,Secondary index,Sub category,Units,Loopflag,Seq,Adit initial rows,Enumeration ties,Mandatory code overides,Overide value,Overide view value,ADIT auto insert,Example,Prompt,Interface,bmrbPdbMatchID,bmrbPdbTransFunc,STAR flag,DB flag,SfNamelFlg,Sf category flag,Sf pointer,Natural primary key,Natural foreign key,obsolete tag,Parent tag,public,internal,small molecule,small molecule,metabolomics,Entry completeness,Overide public,internal,small molecule,small molecule,metabolomic,metabolomic,default value,Adit form code,Tag category,Tag field,Local key,Datum count flag,NEF equivalent,mmCIF equivalent,Meta data,Tag delete,BMRB data type,STAR vs Curated DB,Key group,Reference table,Reference column,Dictionary description,variableTypeMatch,entryIdFlg,outputMapExistsFlg,lclSfIdFlg,Met ADIT category view name,Met Example,Met Prompt,Met Description,SM Struct ADIT-NMR category view name,SM Struct Example,SM Struct Prompt,SM Struct Description,Met default value,SM default value
43080,pH_titration,N,R,7,thermodynamics,480,pH titration results (pKa; pHmid; etc.),_PH_titration_list.Expt_observed_param,,,,,,Y,Y,,B,,,Y,N,,,,,Expt observed param,VARCHAR(31),NOT NULL,,,,N,N,,,,,,,,,N,11920,,,,,,0,chemical shift; peak height,Expt observed param,The spectral parameter or derived parameter measured and used to determine the effect of pH on the macromolecule.,?,?,Y,Y,N,N,N,,,,,V,V,,,,,V,V,,,,,?,1,PH_titration_list,Expt_observed_param,?,?,N,,Y,N,line,,,,,The spectral parameter or derived parameter measured and used to determine the effect of pH on the macromolecule.,,N,,?,pH titration results (pKa; pHmid; etc.),chemical shift; peak height,Expt observed param,The spectral parameter or derived parameter measured and used to determine the effect of pH on the macromolecule.,,,,?,?,?
43090,pH_titration,N,R,7,thermodynamics,480,pH titration results (pKa; pHmid; etc.),_PH_titration_list.Details,,,,,,Y,N,,B,,,N,,,,,,Details,TEXT,,,,,N,N,,,,,,,,,N,11930,,,,,,0,?,Details,Text describing the reported pH titration values.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,2,PH_titration_list,Details,?,?,N,,Y,N,text,,,,,Text describing the reported pH titration values.,,N,,?,pH titration results (pKa; pHmid; etc.),?,Details,Text describing the reported pH titration values.,,,,?,?,?
43100,pH_titration,N,R,7,thermodynamics,480,pH titration results (pKa; pHmid; etc.),_PH_titration_list.Text_data_format,,,,,,N,H,,B,,,N,,,,,,Text data format,VARCHAR(31),,,,,N,N,,,,,,,,,N,11940,,,,,,0,?,Text data format,The data format used to represent the pK$ pHmid$ and other data as ASCII text in the text block that is the value to the '_Assigned_chem_shift.Text_data' tag.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,I,,,,,?,0,PH_titration_list,Text_data_format,?,?,N,,Y,N,line,,,,,The data format used to represent the pK$ pHmid$ and other data as ASCII text in the text block that is the value to the '_PH_titration_list.Text_data' tag.,,N,,?,pH titration results (pKa; pHmid; etc.),?,Text data format,The data format used to represent the pK$ pHmid$ and other data as ASCII text in the text block that is the value to the '_Assigned_chem_shift.Text_data' tag.,,,,?,?,?
43110,pH_titration,N,R,7,thermodynamics,480,pH titration results (pKa; pHmid; etc.),_PH_titration_list.Text_data,,,,,,N,H,,B,,,N,,,,,,Text data,TEXT,,,,,N,N,,,,,,,,,N,11950,,,,,,0,?,Text data,A set of pK or pHmid data formatted as ASCII text.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,I,,,,,?,0,PH_titration_list,Text_data,?,?,N,,Y,N,text,,,,,A set of pK or pHmid data formatted as ASCII text.,,N,,?,pH titration results (pKa; pHmid; etc.),?,Text data,A set of pK or pHmid data formatted as ASCII text.,,,,?,?,?
43120,pH_titration,N,T6,7,thermodynamics,480,NMR experiments used to derive these data,_PH_titration_experiment.Experiment_ID,,,,,,Y,Y,,B,,,N,,,,,,Experiment ID,INTEGER,NOT NULL,,,,N,N,,Y,,Experiment,ID,,,,Y,10,4,,,,,7,?,Experiment name,Select the name of an experiment entered earlier in the deposition process from the pull down list that applies to the reported data set.,?,?,Y,Y,N,N,N,,,,,O,O,,,,R,O,O,,,,,?,1,PH_titration_experiment,Experiment_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Experiment.ID',,N,,?,NMR experiments used to derive these data,?,Experiment name,Select the name of an experiment entered earlier in the deposition process from the pull down list that applies to the reported data set.,,,,?,?,?
43130,pH_titration,N,T6,7,thermodynamics,480,NMR experiments used to derive these data,_PH_titration_experiment.Experiment_name,,,,,,Y,H,,B,,,N,,,,,,Experiment name,VARCHAR(127),,,,,N,N,,,,Experiment,Name,,,,Y,20,4,,,,,0,?,Experiment name,Pointer to an experiment in the list of experiments described in the experiment section of the deposition.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,O,O,,,,,?,1,PH_titration_experiment,Experiment_name,?,?,N,,Y,N,line,,,,,The name of an experiment used to determine the data reported. The experiment name should exist in the experiments listed as values to the tag '_Experiment.Name'.,,N,,?,NMR experiments used to derive these data,?,Experiment name,Pointer to an experiment in the list of experiments described in the experiment section of the deposition.,,,,?,?,?
43140,pH_titration,N,T6,7,thermodynamics,480,NMR experiments used to derive these data,_PH_titration_experiment.Sample_ID,,,,,,Y,H,,B,,,N,,,,,,Sample ID,INTEGER,,,,,N,N,,,,Sample,ID,,,,Y,30,4,,,,,7,?,Sample ID,Pointer to '_Sample.ID',?,?,Y,Y,N,N,N,,,,_Sample.ID,O,O,,,,,O,O,,,,,?,0,PH_titration_experiment,Sample_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Sample.ID',,N,,?,NMR experiments used to derive these data,?,Sample ID,Pointer to '_Sample.ID',,,,?,?,?
43150,pH_titration,N,T6,7,thermodynamics,480,NMR experiments used to derive these data,_PH_titration_experiment.Sample_label,,,,,,Y,H,,B,,,N,,,,,,Sample label,VARCHAR(127),,,,,N,N,,,,Sample,Sf_framecode,,,,Y,40,4,8,,,,8,?,Sample label,Pointer to a save frame of the category 'sample',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,PH_titration_experiment,Sample_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'sample',,N,,?,NMR experiments used to derive these data,?,Sample label,Pointer to a save frame of the category 'sample',,,,?,?,?
43160,pH_titration,N,T6,7,thermodynamics,480,NMR experiments used to derive these data,_PH_titration_experiment.Sample_state,,,,,,Y,H,,B,,,Y,N,,,,,Sample state,VARCHAR(31),,,,,N,N,,,,,,,,,Y,50,4,,,,,0,?,Sample state,Physical state of the sample either anisotropic or isotropic.,?,?,Y,Y,N,N,N,,,,,O,O,,,,,V,V,,,,,?,1,PH_titration_experiment,Sample_state,Y,?,N,,Y,N,line,,,,,Physical state of the sample either anisotropic or isotropic.,,N,,?,NMR experiments used to derive these data,?,Sample state,Physical state of the sample either anisotropic or isotropic.,,,,?,?,?
43170,pH_titration,N,T6,7,thermodynamics,480,NMR experiments used to derive these data,_PH_titration_experiment.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,PH_titration_list,Sf_ID,,,,Y,60,4,,,,,4,?,n/a,Pointer to '_PH_titration_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_PH_titration_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,PH_titration_experiment,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_PH_titration_list.Sf_ID',,N,,?,NMR experiments used to derive these data,?,n/a,Pointer to '_PH_titration_list.Sf_ID',,,,?,?,?
43180,pH_titration,N,T6,7,thermodynamics,480,NMR experiments used to derive these data,_PH_titration_experiment.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,70,4,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,V,V,,,,,V,V,,,,,?,0,PH_titration_experiment,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,NMR experiments used to derive these data,?,n/a,Pointer to '_Entry.ID',,,,?,?,?
43190,pH_titration,N,T6,7,thermodynamics,480,NMR experiments used to derive these data,_PH_titration_experiment.PH_titration_list_ID,,,,,,Y,H,,B,,,N,,,,,,PH titration list ID,INTEGER,NOT NULL,,,,N,N,,Y,,PH_titration_list,ID,,,,Y,80,4,,,,,5,?,n/a,Pointer to '_PH_titration_list.ID',?,?,Y,Y,N,N,N,,,,_PH_titration_list.ID,V,V,,,,,V,V,,,,,?,0,PH_titration_experiment,PH_titration_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_PH_titration_list.ID',,N,,Y,NMR experiments used to derive these data,?,n/a,Pointer to '_PH_titration_list.ID',,,,?,?,?
43200,pH_titration,N,T6,7,thermodynamics,480,Software,_PH_titration_software.Software_ID,,,,,,Y,H,,B,,,N,,,,,,Software ID,INTEGER,NOT NULL,,,,N,N,,Y,,Software,ID,,,,Y,10,,,,,,7,?,Software ID,Pointer to '_Software.ID',?,?,Y,Y,N,N,N,,,,_Software.ID,O,O,,,,,O,O,,,,,?,0,PH_titration_software,Software_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_Software.ID',,N,,?,Software,?,Software ID,Pointer to '_Software.ID',,,,?,?,?
43210,pH_titration,N,T6,7,thermodynamics,480,Software,_PH_titration_software.Software_label,,,,,,Y,Y,,B,,,N,,,,,,Software label,VARCHAR(127),NOT NULL,,,,N,N,,,,Software,Sf_framecode,,,,Y,20,,11,,,,8,?,Software name,Select the name of a software tool entered earlier in the deposition process from the pull down list. This is the software used to derive the pH titration data.,?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,PH_titration_software,Software_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'software',,N,,?,Software,?,Software name,Select the name of a software tool entered earlier in the deposition process from the pull down list. This is the software used to derive the pH titration data.,,,,?,?,?
43220,pH_titration,N,T6,7,thermodynamics,480,Software,_PH_titration_software.Method_ID,,,,,,Y,H,,B,,,N,,,,,,Method ID,INTEGER,,,,,N,N,,,,Method,ID,,,,Y,30,,,,,,7,?,Method ID,Pointer to '_Method.ID',?,?,Y,Y,N,N,N,,,,_Method.ID,O,O,,,,,O,O,,,,,?,0,PH_titration_software,Method_ID,?,?,N,,Y,N,int,,,,,Pointer to '_Method.ID',,N,,?,Software,?,Method ID,Pointer to '_Method.ID',,,,?,?,?
43230,pH_titration,N,T6,7,thermodynamics,480,Software,_PH_titration_software.Method_label,,,,,,Y,H,,B,,,N,,,,,,Method label,VARCHAR(127),,,,,N,N,,,,Method,Sf_framecode,,,,Y,40,,12,,,,8,?,Method label,Pointer to a save frame of the category 'method',?,?,Y,Y,N,N,Y,,,,,O,O,,,,,O,O,,,,,?,1,PH_titration_software,Method_label,?,?,N,,Y,N,framecode,,,,,Pointer to a save frame of the category 'method',,N,,?,Software,?,Method label,Pointer to a save frame of the category 'method',,,,?,?,?
43240,pH_titration,N,T6,7,thermodynamics,480,Software,_PH_titration_software.Sf_ID,,,,,,Y,H,,B,,,N,,,,,,Sf ID,INTEGER,NOT NULL,Y,,,N,Y,,,,PH_titration_list,Sf_ID,,,,Y,50,,,,,,4,?,n/a,Pointer to '_PH_titration_list.Sf_ID',?,?,Y,Y,N,N,N,,,,_PH_titration_list.Sf_ID,I,I,,,,,I,I,,,,,?,0,PH_titration_software,Sf_ID,?,?,N,,Y,N,int,,,,,Pointer to '_PH_titration_list.Sf_ID',,N,,?,Software,?,n/a,Pointer to '_PH_titration_list.Sf_ID',,,,?,?,?
43250,pH_titration,N,T6,7,thermodynamics,480,Software,_PH_titration_software.Entry_ID,,,,,,Y,H,,B,,,N,,,,,,Entry ID,CHAR(12),NOT NULL,,,,N,N,,Y,,Entry,ID,,,,Y,60,,,,,,3,?,n/a,Pointer to '_Entry.ID',?,?,Y,Y,N,N,N,,,,_Entry.ID,O,O,,,,,O,O,,,,,?,0,PH_titration_software,Entry_ID,?,?,N,,Y,N,code,,,,,Pointer to '_Entry.ID',,Y,,?,Software,?,n/a,Pointer to '_Entry.ID',,,,?,?,?
43260,pH_titration,N,T6,7,thermodynamics,480,Software,_PH_titration_software.PH_titration_list_ID,,,,,,Y,H,,B,,,N,,,,,,PH titration list ID,INTEGER,NOT NULL,,,,N,N,,Y,,PH_titration_list,ID,,,,Y,70,,,,,,5,?,n/a,Pointer to '_PH_titration_list.ID',?,?,Y,Y,N,N,N,,,,_PH_titration_list.ID,O,O,,,,,O,O,,,,,?,0,PH_titration_software,PH_titration_list_ID,Y,?,N,,Y,N,int,,,,,Pointer to '_PH_titration_list.ID',,N,,Y,Software,?,n/a,Pointer to '_PH_titration_list.ID',,,,?,?,?
43270,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.ID,,pH titration result ID,C,,,N,H,,B,,,N,,,,,,ID,INTEGER,NOT NULL,,,,Y,N,Y,Y,,,,,,,Y,10,,,,,,6,?,n/a,Unique identifier for the observed pKa value.,?,?,Y,Y,N,N,N,,,,,V,I,,,,R,V,V,,,,,?,0,PH_titr_result,ID,Y,pKa values,N,,N,N,int,,,,,Unique identifier for the observed pKa value.,,N,,?,pH titr result,?,n/a,Unique identifier for the observed pKa value.,,,,?,?,?
43280,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_assembly_atom_ID,,,,,,N,H,,B,,,N,,,,,,Atm obs assembly atom ID,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,20,,,,,,0,?,n/a,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,PH_titr_result,Atm_obs_assembly_atom_ID,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,pH titr result,?,n/a,Pointer to '_Atom.Assembly_atom_ID',,,,?,?,?
43290,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_entity_assembly_ID,,,,,,N,H,,B,,,N,,,,,,Atm obs entity assembly ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,30,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_obs_entity_assembly_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,pH titr result,?,n/a,Pointer to '_Entity_assembly.ID',,,,?,?,?
43300,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_entity_ID,,Observed molecular entity ID,C,,,N,H,,B,,,N,,,,,,Atm obs entity ID,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,40,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_obs_entity_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,pH titr result,?,n/a,Pointer to '_Entity.ID',,,,?,?,?
43310,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_comp_index_ID,,Observed residue sequence number,C,,,N,H,,B,,,N,,,,,,Atm obs comp index ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,50,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_obs_comp_index_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,pH titr result,?,n/a,Pointer to '_Entity_comp_index.ID',,,,?,?,?
43320,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_seq_ID,,,,,,N,H,,B,,,N,,,,,,Atm obs seq ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,60,,,,,,0,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,O,I,,,,,O,O,,,,,?,0,PH_titr_result,Atm_obs_seq_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,pH titr result,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',,,,?,?,?
43330,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_comp_ID,,Observed residue code (VAL; DT; U),C,,,N,H,,B,,,N,,,,,,Atm obs comp ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,70,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_obs_comp_ID,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,pH titr result,?,n/a,Pointer to '_Chem_comp.ID',,,,?,?,?
43340,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_atom_ID,,Observed Atom name (N; CA),C,,,N,H,,B,,,N,,,,,,Atm obs atom ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,80,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_obs_atom_ID,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID',,N,,?,pH titr result,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',,,,?,?,?
43350,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_atom_type,,,,,,N,H,,B,,,N,,,,,,Atm obs atom type,VARCHAR(15),NOT NULL,,,,N,N,,,,,,,,,Y,90,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_obs_atom_type,?,?,N,,N,N,code,,,,,Standard symbol used to define the atom element type.,,N,,?,pH titr result,?,n/a,Standard symbol used to define the atom element type.,,,,?,?,?
43360,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_atom_isotope_number,,,,,,N,H,,B,,,N,,,,,,Atm obs atom isotope number,INTEGER,,,,,N,N,,,,,,,,,Y,100,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,PH_titr_result,Atm_obs_atom_isotope_number,?,?,N,,N,N,int,,,,,The mass number for the chemical element defined by the tag '_Atom_type' or any of its related tags.,,N,,?,pH titr result,?,n/a,?,,,,?,?,?
43370,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_auth_entity_assembly_ID,,,,,,N,H,,B,,,N,,,,,,Atm obs auth entity assembly ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,110,,,,,,0,?,n/a,?,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,PH_titr_result,Atm_obs_auth_entity_assembly_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Entity_assembly_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to,,N,,?,pH titr result,?,n/a,?,,,,?,?,?
43380,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_auth_seq_ID,,,,,,N,H,,B,,,N,,,,,,Atm obs auth seq ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,120,,,,,,0,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,PH_titr_result,Atm_obs_auth_seq_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Seq_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,,N,,?,pH titr result,-3,n/a,An alternative identifier for Seq_id that may be provided by an author in order to match that used in the publication that describes the experimental data.  Note that the value is not required to be a number and does not need to correspond to the value fo,,,,?,?,?
43390,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_auth_comp_ID,,,,,,N,H,,B,,,N,,,,,,Atm obs auth comp ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,130,,,,,,0,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,PH_titr_result,Atm_obs_auth_comp_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Comp_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,pH titr result,DPN,n/a,An alternative identifier for Comp_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,,,,?,?,?
43400,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_obs_auth_atom_ID,,,,,,N,H,,B,,,N,,,,,,Atm obs auth atom ID,VARCHAR(15),,,,,N,N,,,,,,,,,Y,140,,,,,,0,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,?,?,Y,Y,N,N,N,,,,,O,I,,,,,O,O,,,,,?,0,PH_titr_result,Atm_obs_auth_atom_ID,?,?,N,,N,N,code,,,,,An alternative identifier for Atom_ID that may be provided by an author in order to match that used in the publication that describes the experimental data.,,N,,?,pH titr result,HB1,n/a,An alternative identifier for Atom_id that may be provided by an author in order to match that used in the publication that describes the experimental data.,,,,?,?,?
43410,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_titr_assembly_atom_ID,,,,,,N,H,,B,,,N,,,,,,Atm titr assembly atom ID,INTEGER,,,,,N,N,,,,Atom,Assembly_atom_ID,,,,Y,150,,,,,,0,?,n/a,Pointer to '_Atom.Assembly_atom_ID',?,?,Y,Y,N,N,N,,,,_Atom.Assembly_atom_ID,O,I,,,,,O,O,,,,,?,0,PH_titr_result,Atm_titr_assembly_atom_ID,?,?,N,,N,N,int,,,,,Pointer to '_Atom.Assembly_atom_ID',,N,,?,pH titr result,?,n/a,Pointer to '_Atom.Assembly_atom_ID',,,,?,?,?
43420,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_titr_entity_assembly_ID,,,,,,N,H,,B,,,N,,,,,,Atm titr entity assembly ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_assembly,ID,,,,Y,160,,,,,,0,?,n/a,Pointer to '_Entity_assembly.ID',?,?,Y,Y,N,N,N,,,,_Entity_assembly.ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_titr_entity_assembly_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_assembly.ID',,N,,?,pH titr result,?,n/a,Pointer to '_Entity_assembly.ID',,,,?,?,?
43430,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_titr_entity_ID,,Titrated molecular entity ID,C,,,N,H,,B,,,N,,,,,,Atm titr entity ID,INTEGER,NOT NULL,,,,N,N,,,,Entity,ID,,,,Y,170,,,,,,0,?,n/a,Pointer to '_Entity.ID',?,?,Y,Y,N,N,N,,,,_Entity.ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_titr_entity_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity.ID',,N,,?,pH titr result,?,n/a,Pointer to '_Entity.ID',,,,?,?,?
43440,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_titr_comp_index_ID,,Titrated residue sequence number,C,,,N,H,,B,,,N,,,,,,Atm titr comp index ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_comp_index,ID,,,,Y,180,,,,,,0,?,n/a,Pointer to '_Entity_comp_index.ID',?,?,Y,Y,N,N,N,,,,_Entity_comp_index.ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_titr_comp_index_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_comp_index.ID',,N,,?,pH titr result,?,n/a,Pointer to '_Entity_comp_index.ID',,,,?,?,?
43450,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_titr_seq_ID,,,,,,N,H,,B,,,N,,,,,,Atm titr seq ID,INTEGER,NOT NULL,,,,N,N,,,,Entity_poly_seq,Num,,,,Y,190,,,,,,0,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',?,?,Y,Y,N,N,N,,,,_PDBX_poly_seq_scheme.Seq_ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_titr_seq_ID,?,?,N,,N,N,int,,,,,Pointer to '_Entity_poly_seq.Num',,N,,?,pH titr result,?,n/a,Pointer to '_PDBX_poly_seq_scheme.Seq_ID',,,,?,?,?
43460,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_titr_comp_ID,,Titrated residue code,,,,N,H,,B,,,N,,,,,,Atm titr comp ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp,ID,,,,Y,200,,,,,,0,?,n/a,Pointer to '_Chem_comp.ID',?,?,Y,Y,N,N,N,,,,_Chem_comp.ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_titr_comp_ID,?,?,N,,N,N,code,,,,,Pointer to '_Chem_comp.ID',,N,,?,pH titr result,?,n/a,Pointer to '_Chem_comp.ID',,,,?,?,?
43470,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_titr_atom_ID,,Titrated atom name,,,,N,H,,B,,,N,,,,,,Atm titr atom ID,CHAR(12),NOT NULL,,,,N,N,,,,Chem_comp_atom,Atom_ID,,,,Y,210,,,,,,0,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',?,?,Y,Y,N,N,N,,,,_Chem_comp_atom.Atom_ID,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_titr_atom_ID,?,?,N,,N,N,atcode,,,,,Pointer to '_Chem_comp_atom.Atom_ID',,N,,?,pH titr result,?,n/a,Pointer to '_Chem_comp_atom.Atom_ID',,,,?,?,?
43480,pH_titration,N,T6,7,thermodynamics,480,pH titr result,_PH_titr_result.Atm_titr_atom_type,,,,,,N,H,,B,,,N,,,,,,Atm titr atom type,VARCHAR(15),NOT NULL,,,,N,N,,,,,,,,,Y,220,,,,,,0,?,n/a,Standard symbol used to define the atom element type.,?,?,Y,Y,N,N,N,,,,,V,I,,,,,V,V,,,,,?,0,PH_titr_result,Atm_titr_atom_type,?,?,N,,N,N,code,,,,,Standard symbol used to define the atom element type.,,N,,?,pH titr result,?,n/a,Standard symbol used to define the atom element type.,,,,?,?,?
